name	insns_ours	insns_orig	delta	status	error_cat	diff_summary	hand_tuned
FUN_060429EC	-	71	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06042A8C	-	31	-	compile_error	undeclared	`Onchip_DMA0R' undeclared (first use this function)	tuned
FUN_06042ACA	120	105	15	FAIL	delay_slot	103_diffs	tuned
FUN_06042BAC	7	9	-2	FAIL	mixed	2_diffs	tuned
FUN_06042BBE	8	9	-1	FAIL	mixed	3_diffs	tuned
FUN_06042BEE	6	7	-1	FAIL	mixed	1_diffs	tuned
FUN_06042BFC	-	83	-	compile_error	undeclared	`UNK_00000001' undeclared (first use this function)	tuned
initial_program	-	-	-	no_expected	-	-	tuned
main	52	48	4	FAIL	call_encoding	28_diffs	tuned
security_check	-	-	-	no_expected	-	-	tuned
